sample_index,reference,real_eeg,shuffled_eeg,exact_match
1222,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","In 1894, after a two-day trial she was banished from the United States House of Representatives for her role in the assassination of President James Monroe and his wife Eleanor Roosevelt.","He was born in San Juan, Puerto Rico to Luis Ferrer and his wife Maria Ferrer de Faria (who were both of Puerto Rican descent) who had little Spanish ancestry.",False
1223,On 28 February 1934 he and Anthony Fokker each received an excessive half a million dollars for selling fifty military planes to the Soviet government.,"He was a member of the Skull and Bones society, as well as an honorary fellow at Yale University.","He graduated from high school in 1827 and enrolled at the University of Wisconsin-Madison, where he received a Bachelor of Arts degree in Sociology.",False
1224,This led to his being hired by Westinghouse company to service their steam engines.,"In 1998, he was awarded the Lifetime Achievement Award for The Godfather Part II.","He was elected to the United States House of Representatives in 1835 and served until January 5, 1901.",False
1225,"Despite his father's opposition to him having a foreign-born wife, Adams wed Louisa Johnson in 1797.","He was a member of the Skull and Bones society, as well as an occasional guest star on The Simpsons.",He was born in San Juan where his family lived until he was 16.,False
1226,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.","He was elected to the United States House of Representatives in 1835 and served until January 5, 1901.","He was awarded the 1921 Nobel Prize for Physics by his wife, Marie Louise.",False
1227,He was then hired by the legal department of CBS subsidiary Columbia Records.,"He was born in St. Germain, France to Emma Louise and Louis XVI.","In 1894, after a two-day trial she was banished from the United States House of Representatives for her role in the assassination of President James Monroe and his wife Eleanor Roosevelt.",False
1228,"Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.","He was born in San Juan, Puerto Rico to a wealthy family who had little else besides the necessities of life: food and clothing.","He was a member of the Skull and Bones society, having been born in 1776 to Thomas Wolsey.",False
1229,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.","The movie is a blandly unfunny and unentertaining affair, one that will only satisfy the most emotionally malleable of us.","He was a member of the Skull and Bones society, as well as an honorary fellow at Yale University.",False
1230,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.",He was a member of the United States Marine detachments (USAAF) and later commanded an Army Tenth Mountain Division during World War II.,"He was born in San Juan, Puerto Rico to a wealthy family who had little else besides the necessities of life: food and clothing.",False
1231,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,"He was born in New York City to William Barrett and Mary Louise Kennedy, both of whom were U.S. citizens.","He was born in St Germain, France.",False
1232,"Ulysses S. Grant (April 27, 1822 - July 23, 1885) was the 18th President of the United States (1869 - 1877).",He was a member of the United States Marine Corps (USAAF) from 1776 until 1877.,"The movie is a great example of how intolerance can tear families apart, and it's also one that should be avoided.",False
1233,"Dole has worked part-time for a Washington, DC, law firm, and engaged in a career of writing, consulting, public speaking, and television appearances.","He was born in San Juan, Puerto Rico to Luis Ferrer and his wife Maria Ferrer de Faria (who were both of Puerto Rican descent) who had little Spanish ancestry.","He was born in St. Germain, France to Emma Louise and Louis XVI.",False
1234,He also starred in the mini series The Stand.,"He was born in St Germain, France.","The only reason why anyone should bother remembering the movie is that it's so bad, and if you're a fan of the original, or have been watching since 1973, chances are you've seen The Silence Of Lambs, but this one will be worse.",False
1235,Adams received one electoral vote in the presidential election of 1820.,"He was born in St Germain, France to a Conservative MP and his wife Eleanor Roosevelt.","He was born in St. Germain, France to Emma Louise and Henry Ford.",False
1236,Exceptionally well acted by Diane Lane and Richard Gere.,It's a work of astonishing grace and extraordinary intelligence.,"In 1998, he was awarded the Lifetime Achievement Award for The Godfather Part II.",False
1237,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.","The movie is a great example of how intolerance can tear families apart, and it's also one that should be avoided.",He was a member of the United States Marine detachments (USAAF) and later commanded an Army Tenth Mountain Division during World War II.,False
