sample_index,reference,real_eeg,shuffled_eeg,exact_match
1159,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,"The movie is a little too long, and the movie is too much for me to care.","The movie is a masterpiece of a comedy, but it's a little too much.",False
1160,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.","The movie's a bit too far into the story, but it's a good one that, if it's not a masterpiece, will be in a way that will appeal to the audience.","It's a work of art, but it's a bit too much.",False
1161,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,"It's a work of art, but it's a bit too much.","He was awarded the Presidential Medal of Freedom in recognition of his work in the United Nations, and was instrumental in the creation of the United States of the World War II.",False
1162,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.",He graduated from the University of Pennsylvania in 1876 and earned a Bachelor of Arts from Dartmouth College in 1953.,"He was born in New York City in 1835 and moved to the city of Long Island, New York, where he became a U.S. Army officer.",False
1163,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.","In 1876, Bush was elected to the House of Representatives as a Democrat and was a member of the House.","He was nominated for the Academy Award for Best Supporting Actress in the Best Supporting Actor in the Oscar for his role in The Godfather, The Search for a Golden Globe for his work in the same category as the same.",False
1164,"In 1983, Miguel was given a small part as a waiter in the movie The Man Who Wasn't There.","He was born in St. Germain, Missouri, in 1876.",He graduated from the University of Pennsylvania in 1876 and earned a Bachelor of Arts from Dartmouth College in 1953.,False
1165,"You come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.",The movie is a little too far into the movie's plot and the characters are a little bit too much for the audience to care about them.,He was married to actress Laura D. Kennedy for five years.,False
1166,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.","He was nominated for the Academy Award for Best Supporting Actress in the Best Supporting Actor in the Oscar for his role in The Godfather, The Search for a Golden Globe for his work in the same category as the same.","The movie is a little too long, and the movie is too much for me to care.",False
1167,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.","He was elected to the House of Representatives as a Democrat and served until January of 1876, and was a member of the House from 1877 until 1877.","He was one of the first members of the Marine officers in the Marine Corps, and was one in the Army in the Pacific Theater, and served as the General of the Army during World War II, and as the Marine in the Gulf War II.",False
1168,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.","John Fitzgerald Kennedy (born May 18, 18, in St. George, New York) was a Republican politician who served as the House of Representatives from 1974 until 1990.",He was awarded the Presidential Medal of Freedom in recognition of his services to the United States.,False
1169,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.","He was one of the first members of the Marine officers in the Marine Corps, and was one in the Army in the Pacific Theater, and served as the General of the Army during World War II, and as the Marine in the Gulf War II.",He is married to actress Laura Dern.,False
